run_index,total_runs,progress_percent,run_name,st1_frequency,st2_frequency,trial_file,st1_file,st2_file,run_dir,keep_psf
1,500,0.200000,st1_10_hz__st2_10_hz__trial_5,10_hz,10_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_10_hz__trial_5,nil
2,500,0.400000,st1_10_hz__st2_10_hz__trial_3,10_hz,10_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_10_hz__trial_3,nil
3,500,0.600000,st1_10_hz__st2_10_hz__trial_2,10_hz,10_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_10_hz__trial_2,nil
4,500,0.800000,st1_10_hz__st2_10_hz__trial_1,10_hz,10_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_10_hz__trial_1,nil
5,500,1.000000,st1_10_hz__st2_10_hz__trial_4,10_hz,10_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_10_hz__trial_4,nil
6,500,1.200000,st1_10_hz__st2_4_hz__trial_5,10_hz,4_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_4_hz__trial_5,nil
7,500,1.400000,st1_10_hz__st2_4_hz__trial_3,10_hz,4_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_4_hz__trial_3,nil
8,500,1.600000,st1_10_hz__st2_4_hz__trial_2,10_hz,4_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_4_hz__trial_2,nil
9,500,1.800000,st1_10_hz__st2_4_hz__trial_1,10_hz,4_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_4_hz__trial_1,nil
10,500,2.000000,st1_10_hz__st2_4_hz__trial_4,10_hz,4_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_4_hz__trial_4,nil
11,500,2.200000,st1_10_hz__st2_1_hz__trial_5,10_hz,1_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/1_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_1_hz__trial_5,nil
12,500,2.400000,st1_10_hz__st2_1_hz__trial_3,10_hz,1_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/1_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_1_hz__trial_3,nil
13,500,2.600000,st1_10_hz__st2_1_hz__trial_2,10_hz,1_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/1_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_1_hz__trial_2,nil
14,500,2.800000,st1_10_hz__st2_1_hz__trial_1,10_hz,1_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/1_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_1_hz__trial_1,nil
15,500,3.000000,st1_10_hz__st2_1_hz__trial_4,10_hz,1_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/1_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_1_hz__trial_4,nil
16,500,3.200000,st1_10_hz__st2_7_hz__trial_5,10_hz,7_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/7_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_7_hz__trial_5,nil
17,500,3.400000,st1_10_hz__st2_7_hz__trial_3,10_hz,7_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/7_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_7_hz__trial_3,nil
18,500,3.600000,st1_10_hz__st2_7_hz__trial_2,10_hz,7_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/7_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_7_hz__trial_2,nil
19,500,3.800000,st1_10_hz__st2_7_hz__trial_1,10_hz,7_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/7_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_7_hz__trial_1,nil
20,500,4.000000,st1_10_hz__st2_7_hz__trial_4,10_hz,7_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/7_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_7_hz__trial_4,nil
21,500,4.200000,st1_10_hz__st2_6_hz__trial_5,10_hz,6_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/6_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_6_hz__trial_5,nil
22,500,4.400000,st1_10_hz__st2_6_hz__trial_3,10_hz,6_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/6_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_6_hz__trial_3,nil
23,500,4.600000,st1_10_hz__st2_6_hz__trial_2,10_hz,6_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/6_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_6_hz__trial_2,nil
24,500,4.800000,st1_10_hz__st2_6_hz__trial_1,10_hz,6_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/6_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_6_hz__trial_1,nil
25,500,5.000000,st1_10_hz__st2_6_hz__trial_4,10_hz,6_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/6_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_6_hz__trial_4,nil
26,500,5.200000,st1_10_hz__st2_2_hz__trial_5,10_hz,2_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/2_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_2_hz__trial_5,nil
27,500,5.400000,st1_10_hz__st2_2_hz__trial_3,10_hz,2_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/2_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_2_hz__trial_3,nil
28,500,5.600000,st1_10_hz__st2_2_hz__trial_2,10_hz,2_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/2_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_2_hz__trial_2,nil
29,500,5.800000,st1_10_hz__st2_2_hz__trial_1,10_hz,2_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/2_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_2_hz__trial_1,nil
30,500,6.000000,st1_10_hz__st2_2_hz__trial_4,10_hz,2_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/2_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_2_hz__trial_4,nil
31,500,6.200000,st1_10_hz__st2_3_hz__trial_5,10_hz,3_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/3_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_3_hz__trial_5,nil
32,500,6.400000,st1_10_hz__st2_3_hz__trial_3,10_hz,3_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/3_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_3_hz__trial_3,nil
33,500,6.600000,st1_10_hz__st2_3_hz__trial_2,10_hz,3_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/3_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_3_hz__trial_2,nil
34,500,6.800000,st1_10_hz__st2_3_hz__trial_1,10_hz,3_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/3_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_3_hz__trial_1,nil
35,500,7.000000,st1_10_hz__st2_3_hz__trial_4,10_hz,3_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/3_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_3_hz__trial_4,nil
36,500,7.200000,st1_10_hz__st2_8_hz__trial_5,10_hz,8_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/8_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_8_hz__trial_5,nil
37,500,7.400000,st1_10_hz__st2_8_hz__trial_3,10_hz,8_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/8_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_8_hz__trial_3,nil
38,500,7.600000,st1_10_hz__st2_8_hz__trial_2,10_hz,8_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/8_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_8_hz__trial_2,nil
39,500,7.800000,st1_10_hz__st2_8_hz__trial_1,10_hz,8_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/8_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_8_hz__trial_1,nil
40,500,8.000000,st1_10_hz__st2_8_hz__trial_4,10_hz,8_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/8_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_8_hz__trial_4,nil
41,500,8.200000,st1_10_hz__st2_5_hz__trial_5,10_hz,5_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/5_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_5_hz__trial_5,nil
42,500,8.400000,st1_10_hz__st2_5_hz__trial_3,10_hz,5_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/5_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_5_hz__trial_3,nil
43,500,8.600000,st1_10_hz__st2_5_hz__trial_2,10_hz,5_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/5_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_5_hz__trial_2,nil
44,500,8.800000,st1_10_hz__st2_5_hz__trial_1,10_hz,5_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/5_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_5_hz__trial_1,nil
45,500,9.000000,st1_10_hz__st2_5_hz__trial_4,10_hz,5_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/5_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_5_hz__trial_4,nil
46,500,9.200000,st1_10_hz__st2_9_hz__trial_5,10_hz,9_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/9_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_9_hz__trial_5,nil
47,500,9.400000,st1_10_hz__st2_9_hz__trial_3,10_hz,9_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/9_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_9_hz__trial_3,nil
48,500,9.600000,st1_10_hz__st2_9_hz__trial_2,10_hz,9_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/9_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_9_hz__trial_2,nil
49,500,9.800000,st1_10_hz__st2_9_hz__trial_1,10_hz,9_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/9_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_9_hz__trial_1,nil
50,500,10.000000,st1_10_hz__st2_9_hz__trial_4,10_hz,9_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/9_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_10_hz__st2_9_hz__trial_4,nil
51,500,10.200000,st1_4_hz__st2_10_hz__trial_5,4_hz,10_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_10_hz__trial_5,nil
52,500,10.400000,st1_4_hz__st2_10_hz__trial_3,4_hz,10_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_10_hz__trial_3,nil
53,500,10.600000,st1_4_hz__st2_10_hz__trial_2,4_hz,10_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_10_hz__trial_2,nil
54,500,10.800000,st1_4_hz__st2_10_hz__trial_1,4_hz,10_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_10_hz__trial_1,nil
55,500,11.000000,st1_4_hz__st2_10_hz__trial_4,4_hz,10_hz,trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/10_hz/trial_4.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_10_hz__trial_4,nil
56,500,11.200000,st1_4_hz__st2_4_hz__trial_5,4_hz,4_hz,trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_5.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_4_hz__trial_5,nil
57,500,11.400000,st1_4_hz__st2_4_hz__trial_3,4_hz,4_hz,trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_3.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_4_hz__trial_3,nil
58,500,11.600000,st1_4_hz__st2_4_hz__trial_2,4_hz,4_hz,trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_2.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_4_hz__trial_2,nil
59,500,11.800000,st1_4_hz__st2_4_hz__trial_1,4_hz,4_hz,trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_1/4_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/general_code/spike_train_output/st_2/4_hz/trial_1.pwl,/home/s5117909/Documents/thesis/sebastian_thesis_repo/processing/cadence_extraction/output_data/st1_4_hz__st2_4_hz__trial_1,nil
